Country, Name, Start, End, Full Name, Web reference
United States, Millard Fillmore, 1850-07-09,1853-03-04, President Millard Fillmore, http://www.worldpresidentsdb.com/Millard-Fillmore/
United States, Franklin Pierce, 1853-03-04,1857-03-04, President Franklin Pierce, http://www.worldpresidentsdb.com/Franklin-Pierce/
United States, James Buchanan, 1857-03-04,1861-03-04, President James Buchanan, http://www.worldpresidentsdb.com/James-Buchanan/
United States, Lincoln, 1861-03-04,1865-04-15, President Lincoln, http://www.worldpresidentsdb.com/Lincoln/
United States, Andrew Johnson, 1865-04-15,1869-03-04, President Andrew Johnson, http://www.worldpresidentsdb.com/Andrew-Johnson/
United States, Ulysses S Grant, 1869-03-04,1873-03-04, President Ulysses S Grant, http://www.worldpresidentsdb.com/Ulysses-S-Grant/
United States, Ulysses S Grant, 1873-03-04,1877-03-04, President Ulysses S Grant, http://www.worldpresidentsdb.com/Ulysses-S-Grant/
United States, Rutherford B Hayes, 1877-03-04,1881-03-04, President Rutherford B Hayes, http://www.worldpresidentsdb.com/Rutherford-B-Hayes/
United States, James A Garfield, 1881-03-04,1881-09-19, President James A Garfield, http://www.worldpresidentsdb.com/James-A-Garfield/
United States, Chester A Arthur, 1881-09-19,1885-03-04, President Chester A Arthur, http://www.worldpresidentsdb.com/Chester-A-Arthur/
United States, Grover Cleveland, 1885-03-04,1889-03-04, President Grover Cleveland, http://www.worldpresidentsdb.com/Grover-Cleveland/
United States, Grover Cleveland, 1893-03-04,1897-03-04, President Grover Cleveland, http://www.worldpresidentsdb.com/Grover-Cleveland/
United States, Benjamin Harrison, 1889-03-04,1893-03-04, President Benjamin Harrison, http://www.worldpresidentsdb.com/Benjamin-Harrison/
United States, William McKinley, 1897-03-04,1901-09-14, President William McKinley, http://www.worldpresidentsdb.com/William-McKinley/
United States, Theodore Roosevelt, 1901-09-14,1909-03-04, President Theodore Roosevelt, http://www.worldpresidentsdb.com/Theodore-Roosevelt/
United States, William Howard Taft, 1909-03-04,1913-03-04, President William Howard Taft, http://www.worldpresidentsdb.com/William-Howard-Taft/
United States, Woodrow Wilson, 1913-04-03,1917-04-03, President Woodrow Wilson, http://www.worldpresidentsdb.com/Woodrow-Wilson/
United States, Woodrow Wilson, 1917-04-03,1921-04-03, President Woodrow Wilson, http://www.worldpresidentsdb.com/Woodrow-Wilson/
United States, Warren G Harding, 1921-03-04,1923-08-02, President Warren G Harding, http://www.worldpresidentsdb.com/Warren-G-Harding/
United States, Calvin Coolidge, 1923-08-02,1925-03-04, President Calvin Coolidge, http://www.worldpresidentsdb.com/Calvin-Coolidge/
United States, Calvin Coolidge, 1925-03-04,1929-03-04, President Calvin Coolidge, http://www.worldpresidentsdb.com/Calvin-Coolidge/
United States, Herbert Hoover, 1929-03-04,1933-03-04, President Herbert Hoover, http://www.worldpresidentsdb.com/Herbert-Hoover/
United States, Franklin D Roosevelt, 1933-03-04,1945-04-12, President Franklin D Roosevelt, http://www.worldpresidentsdb.com/Franklin-D-Roosevelt/
United States, Truman, 1945-04-12,1953-01-20, President Truman, http://www.worldpresidentsdb.com/Truman/
United States, Eisenhower, 1953-01-20,1957-01-20, President Eisenhower, http://www.worldpresidentsdb.com/Eisenhower/
United States, Eisenhower, 1957-01-20,1961-01-20, President Eisenhower, http://www.worldpresidentsdb.com/Eisenhower/
United States, Kennedy, 1961-01-20,1963-11-22, President Kennedy, http://www.worldpresidentsdb.com/Kennedy/
United States, Lyndon B Johnson, 1963-11-22,1965-01-20, President Lyndon B Johnson, http://www.worldpresidentsdb.com/Lyndon-B-Johnson/
United States, Lyndon B Johnson, 1965-01-20,1969-01-20, President Lyndon B Johnson, http://www.worldpresidentsdb.com/Lyndon-B-Johnson/
United States, Nixon, 1969-01-20,1974-08-09, President Nixon, http://www.worldpresidentsdb.com/Nixon/
United States, Gerald Ford, 1974-08-09,1977-01-20, President Gerald Ford, http://www.worldpresidentsdb.com/Gerald-Ford/
United States, Jimmy Carter, 1977-01-20,1981-01-20, President Jimmy Carter, http://www.worldpresidentsdb.com/Jimmy-Carter/
United States, Reagan, 1981-01-20,1989-01-20, President Reagan, http://www.worldpresidentsdb.com/Reagan/
United States, George H W Bush, 1989-01-20,1993-01-20, President George H W Bush, http://www.worldpresidentsdb.com/George-H-W-Bush/
United States, Bill Clinton, 1993-01-20,1997-01-20, President Bill Clinton, http://www.worldpresidentsdb.com/Bill-Clinton/
United States, Bill Clinton, 1997-01-20,2001-01-20, President Bill Clinton, http://www.worldpresidentsdb.com/Bill-Clinton/
United States, George W Bush, 2001-01-20,2005-01-20, President George W Bush, http://www.worldpresidentsdb.com/George-W-Bush/
United States, George W Bush, 2005-01-20,2009-01-20, President George W Bush, http://www.worldpresidentsdb.com/George-W-Bush/
United States, Barack Obama, 2009-01-20,2017-01-20, President Barack Obama, http://www.worldpresidentsdb.com/Barack-Obama/
United States, Donald Trump, 2017-01-20,Acting, President Donald Trump, http://www.worldpresidentsdb.com/Barack-Obama/
